speed_kn,foc_mt_day,draft_m,wave_m,wind_beaufort
13.5,25.22,10.6,1.25,3
13.5,25.74,10.6,1.25,4
13.5,26.26,10.6,1.25,5
13.5,26.78,10.6,1.25,6
13.5,27.3,10.6,1.25,7
13.5,27.82,10.6,1.25,8
13.5,24.14,10.6,1.5,0
13.5,24.67,10.6,1.5,1
13.5,25.2,10.6,1.5,2
13.5,25.73,10.6,1.5,3
13.5,26.26,10.6,1.5,4
13.5,26.79,10.6,1.5,5
13.5,27.32,10.6,1.5,6
13.5,27.85,10.6,1.5,7
13.5,28.38,10.6,1.5,8
13.5,24.61,10.6,1.75,0
13.5,25.16,10.6,1.75,1
13.5,25.7,10.6,1.75,2
13.5,26.24,10.6,1.75,3
13.5,26.78,10.6,1.75,4
13.5,27.32,10.6,1.75,5
13.5,27.86,10.6,1.75,6
13.5,28.41,10.6,1.75,7
13.5,28.95,10.6,1.75,8
13.5,25.09,10.6,2.0,0
13.5,25.65,10.6,2.0,1
13.5,26.2,10.6,2.0,2
13.5,26.75,10.6,2.0,3
13.5,27.3,10.6,2.0,4
13.5,27.85,10.6,2.0,5
13.5,28.41,10.6,2.0,6
13.5,28.96,10.6,2.0,7
13.5,29.51,10.6,2.0,8
13.5,25.57,10.6,2.25,0
13.5,26.13,10.6,2.25,1
13.5,26.7,10.6,2.25,2
13.5,27.26,10.6,2.25,3
13.5,27.82,10.6,2.25,4
13.5,28.38,10.6,2.25,5
13.5,28.95,10.6,2.25,6
13.5,29.51,10.6,2.25,7
13.5,30.07,10.6,2.25,8
13.5,26.05,10.6,2.5,0
13.5,26.62,10.6,2.5,1
13.5,27.2,10.6,2.5,2
13.5,27.77,10.6,2.5,3
13.5,28.34,10.6,2.5,4
13.5,28.92,10.6,2.5,5
13.5,29.49,10.6,2.5,6
13.5,30.06,10.6,2.5,7
13.5,30.63,10.6,2.5,8
13.5,26.53,10.6,2.75,0
13.5,27.11,10.6,2.75,1
13.5,27.7,10.6,2.75,2
13.5,28.28,10.6,2.75,3
13.5,28.86,10.6,2.75,4
13.5,29.45,10.6,2.75,5
13.5,30.03,10.6,2.75,6
13.5,30.61,10.6,2.75,7
13.5,31.2,10.6,2.75,8
13.5,27.01,10.6,3.0,0
13.5,27.6,10.6,3.0,1
13.5,28.2,10.6,3.0,2
13.5,28.79,10.6,3.0,3
13.5,29.38,10.6,3.0,4
13.5,29.98,10.6,3.0,5
13.5,30.57,10.6,3.0,6
13.5,31.17,10.6,3.0,7
13.5,31.76,10.6,3.0,8
13.5,27.49,10.6,3.25,0
13.5,28.09,10.6,3.25,1
13.5,28.69,10.6,3.25,2
13.5,29.3,10.6,3.25,3
13.5,29.9,10.6,3.25,4
13.5,30.51,10.6,3.25,5
13.5,31.11,10.6,3.25,6
13.5,31.72,10.6,3.25,7
13.5,32.32,10.6,3.25,8
13.5,27.96,10.6,3.5,0
13.5,28.58,10.6,3.5,1
13.5,29.19,10.6,3.5,2
13.5,29.81,10.6,3.5,3
13.5,30.42,10.6,3.5,4
13.5,31.04,10.6,3.5,5
13.5,31.66,10.6,3.5,6
13.5,32.27,10.6,3.5,7
13.5,32.89,10.6,3.5,8
13.5,28.44,10.6,3.75,0
13.5,29.07,10.6,3.75,1
13.5,29.69,10.6,3.75,2
13.5,30.32,10.6,3.75,3
13.5,30.95,10.6,3.75,4
13.5,31.57,10.6,3.75,5
13.5,32.2,10.6,3.75,6
13.5,32.82,10.6,3.75,7
13.5,33.45,10.6,3.75,8
13.5,28.92,10.6,4.0,0
13.5,29.56,10.6,4.0,1
13.5,30.19,10.6,4.0,2
13.5,30.83,10.6,4.0,3
13.5,31.47,10.6,4.0,4
13.5,32.1,10.6,4.0,5
13.5,32.74,10.6,4.0,6
13.5,33.37,10.6,4.0,7
13.5,34.01,10.6,4.0,8
13.5,21.46,10.8,0.0,0
13.5,21.93,10.8,0.0,1
13.5,22.41,10.8,0.0,2
13.5,22.88,10.8,0.0,3
13.5,23.35,10.8,0.0,4
13.5,23.82,10.8,0.0,5
13.5,24.3,10.8,0.0,6
13.5,24.77,10.8,0.0,7
13.5,25.24,10.8,0.0,8
13.5,21.95,10.8,0.25,0
13.5,22.43,10.8,0.25,1
13.5,22.91,10.8,0.25,2
13.5,23.39,10.8,0.25,3
13.5,23.88,10.8,0.25,4
13.5,24.36,10.8,0.25,5
13.5,24.84,10.8,0.25,6
13.5,25.32,10.8,0.25,7
13.5,25.81,10.8,0.25,8
13.5,22.43,10.8,0.5,0
13.5,22.92,10.8,0.5,1
13.5,23.41,10.8,0.5,2
13.5,23.91,10.8,0.5,3
13.5,24.4,10.8,0.5,4
13.5,24.9,10.8,0.5,5
13.5,25.39,10.8,0.5,6
13.5,25.88,10.8,0.5,7
13.5,26.38,10.8,0.5,8
13.5,22.91,10.8,0.75,0
13.5,23.42,10.8,0.75,1
13.5,23.92,10.8,0.75,2
13.5,24.42,10.8,0.75,3
13.5,24.93,10.8,0.75,4
13.5,25.43,10.8,0.75,5
13.5,25.94,10.8,0.75,6
13.5,26.44,10.8,0.75,7
13.5,26.94,10.8,0.75,8
13.5,23.39,10.8,1.0,0
13.5,23.91,10.8,1.0,1
13.5,24.42,10.8,1.0,2
13.5,24.94,10.8,1.0,3
13.5,25.45,10.8,1.0,4
13.5,25.97,10.8,1.0,5
13.5,26.48,10.8,1.0,6
13.5,27.0,10.8,1.0,7
13.5,27.51,10.8,1.0,8
13.5,23.88,10.8,1.25,0
13.5,24.4,10.8,1.25,1
13.5,24.93,10.8,1.25,2
13.5,25.45,10.8,1.25,3
13.5,25.98,10.8,1.25,4
13.5,26.5,10.8,1.25,5
13.5,27.03,10.8,1.25,6
13.5,27.55,10.8,1.25,7
13.5,28.08,10.8,1.25,8
13.5,24.36,10.8,1.5,0
13.5,24.9,10.8,1.5,1
13.5,25.43,10.8,1.5,2
13.5,25.97,10.8,1.5,3
13.5,26.5,10.8,1.5,4
13.5,27.04,10.8,1.5,5
13.5,27.58,10.8,1.5,6
13.5,28.11,10.8,1.5,7
13.5,28.65,10.8,1.5,8
13.5,24.84,10.8,1.75,0
13.5,25.39,10.8,1.75,1
13.5,25.94,10.8,1.75,2
13.5,26.48,10.8,1.75,3
13.5,27.03,10.8,1.75,4
13.5,27.58,10.8,1.75,5
13.5,28.12,10.8,1.75,6
13.5,28.67,10.8,1.75,7
13.5,29.21,10.8,1.75,8
13.5,25.33,10.8,2.0,0
13.5,25.88,10.8,2.0,1
13.5,26.44,10.8,2.0,2
13.5,27.0,10.8,2.0,3
13.5,27.55,10.8,2.0,4
13.5,28.11,10.8,2.0,5
13.5,28.67,10.8,2.0,6
13.5,29.23,10.8,2.0,7
13.5,29.78,10.8,2.0,8
13.5,25.81,10.8,2.25,0
13.5,26.38,10.8,2.25,1
13.5,26.94,10.8,2.25,2
13.5,27.51,10.8,2.25,3
13.5,28.08,10.8,2.25,4
13.5,28.65,10.8,2.25,5
13.5,29.22,10.8,2.25,6
13.5,29.78,10.8,2.25,7
13.5,30.35,10.8,2.25,8
13.5,26.29,10.8,2.5,0
13.5,26.87,10.8,2.5,1
13.5,27.45,10.8,2.5,2
13.5,28.03,10.8,2.5,3
13.5,28.6,10.8,2.5,4
13.5,29.18,10.8,2.5,5
13.5,29.76,10.8,2.5,6
13.5,30.34,10.8,2.5,7
13.5,30.92,10.8,2.5,8
13.5,26.77,10.8,2.75,0
13.5,27.36,10.8,2.75,1
13.5,27.95,10.8,2.75,2
13.5,28.54,10.8,2.75,3
13.5,29.13,10.8,2.75,4
13.5,29.72,10.8,2.75,5
13.5,30.31,10.8,2.75,6
13.5,30.9,10.8,2.75,7
13.5,31.49,10.8,2.75,8
13.5,27.26,10.8,3.0,0
13.5,27.86,10.8,3.0,1
13.5,28.46,10.8,3.0,2
13.5,29.06,10.8,3.0,3
13.5,29.66,10.8,3.0,4
13.5,30.26,10.8,3.0,5
13.5,30.86,10.8,3.0,6
13.5,31.45,10.8,3.0,7
13.5,32.05,10.8,3.0,8
13.5,27.74,10.8,3.25,0
13.5,28.35,10.8,3.25,1
13.5,28.96,10.8,3.25,2
13.5,29.57,10.8,3.25,3
13.5,30.18,10.8,3.25,4
13.5,30.79,10.8,3.25,5
13.5,31.4,10.8,3.25,6
13.5,32.01,10.8,3.25,7
13.5,32.62,10.8,3.25,8
13.5,28.22,10.8,3.5,0
13.5,28.84,10.8,3.5,1
13.5,29.46,10.8,3.5,2
13.5,30.09,10.8,3.5,3
13.5,30.71,10.8,3.5,4
13.5,31.33,10.8,3.5,5
13.5,31.95,10.8,3.5,6
13.5,32.57,10.8,3.5,7
13.5,33.19,10.8,3.5,8
13.5,28.71,10.8,3.75,0
13.5,29.34,10.8,3.75,1
13.5,29.97,10.8,3.75,2
13.5,30.6,10.8,3.75,3
13.5,31.23,10.8,3.75,4
13.5,31.86,10.8,3.75,5
13.5,32.5,10.8,3.75,6
13.5,33.13,10.8,3.75,7
13.5,33.76,10.8,3.75,8
13.5,29.19,10.8,4.0,0
13.5,29.83,10.8,4.0,1
13.5,30.47,10.8,4.0,2
13.5,31.12,10.8,4.0,3
13.5,31.76,10.8,4.0,4
13.5,32.4,10.8,4.0,5
13.5,33.04,10.8,4.0,6
13.5,33.68,10.8,4.0,7
13.5,34.33,10.8,4.0,8
13.5,21.66,11.0,0.0,0
13.5,22.14,11.0,0.0,1
13.5,22.61,11.0,0.0,2
13.5,23.09,11.0,0.0,3
13.5,23.57,11.0,0.0,4
13.5,24.04,11.0,0.0,5
13.5,24.52,11.0,0.0,6
13.5,24.99,11.0,0.0,7
13.5,25.47,11.0,0.0,8
13.5,22.15,11.0,0.25,0
13.5,22.63,11.0,0.25,1
13.5,23.12,11.0,0.25,2
13.5,23.61,11.0,0.25,3
13.5,24.1,11.0,0.25,4
13.5,24.58,11.0,0.25,5
13.5,25.07,11.0,0.25,6
13.5,25.56,11.0,0.25,7
13.5,26.04,11.0,0.25,8
13.5,22.63,11.0,0.5,0
13.5,23.13,11.0,0.5,1
13.5,23.63,11.0,0.5,2
13.5,24.13,11.0,0.5,3
13.5,24.63,11.0,0.5,4
13.5,25.12,11.0,0.5,5
13.5,25.62,11.0,0.5,6
13.5,26.12,11.0,0.5,7
13.5,26.62,11.0,0.5,8
13.5,23.12,11.0,0.75,0
13.5,23.63,11.0,0.75,1
13.5,24.14,11.0,0.75,2
13.5,24.65,11.0,0.75,3
13.5,25.16,11.0,0.75,4
13.5,25.66,11.0,0.75,5
13.5,26.17,11.0,0.75,6
13.5,26.68,11.0,0.75,7
13.5,27.19,11.0,0.75,8
13.5,23.61,11.0,1.0,0
13.5,24.13,11.0,1.0,1
13.5,24.65,11.0,1.0,2
13.5,25.17,11.0,1.0,3
13.5,25.69,11.0,1.0,4
13.5,26.21,11.0,1.0,5
13.5,26.72,11.0,1.0,6
13.5,27.24,11.0,1.0,7
13.5,27.76,11.0,1.0,8
13.5,24.1,11.0,1.25,0
13.5,24.63,11.0,1.25,1
13.5,25.16,11.0,1.25,2
13.5,25.69,11.0,1.25,3
13.5,26.22,11.0,1.25,4
13.5,26.75,11.0,1.25,5
13.5,27.28,11.0,1.25,6
13.5,27.81,11.0,1.25,7
13.5,28.34,11.0,1.25,8
13.5,24.58,11.0,1.5,0
13.5,25.12,11.0,1.5,1
13.5,25.66,11.0,1.5,2
13.5,26.21,11.0,1.5,3
13.5,26.75,11.0,1.5,4
13.5,27.29,11.0,1.5,5
13.5,27.83,11.0,1.5,6
13.5,28.37,11.0,1.5,7
13.5,28.91,11.0,1.5,8
13.5,25.07,11.0,1.75,0
13.5,25.62,11.0,1.75,1
13.5,26.17,11.0,1.75,2
13.5,26.73,11.0,1.75,3
13.5,27.28,11.0,1.75,4
13.5,27.83,11.0,1.75,5
13.5,28.38,11.0,1.75,6
13.5,28.93,11.0,1.75,7
13.5,29.48,11.0,1.75,8
13.5,25.56,11.0,2.0,0
13.5,26.12,11.0,2.0,1
13.5,26.68,11.0,2.0,2
13.5,27.24,11.0,2.0,3
13.5,27.81,11.0,2.0,4
13.5,28.37,11.0,2.0,5
13.5,28.93,11.0,2.0,6
13.5,29.49,11.0,2.0,7
13.5,30.06,11.0,2.0,8
13.5,26.05,11.0,2.25,0
13.5,26.62,11.0,2.25,1
13.5,27.19,11.0,2.25,2
13.5,27.76,11.0,2.25,3
13.5,28.34,11.0,2.25,4
13.5,28.91,11.0,2.25,5
13.5,29.48,11.0,2.25,6
13.5,30.06,11.0,2.25,7
13.5,30.63,11.0,2.25,8
13.5,26.53,11.0,2.5,0
13.5,27.12,11.0,2.5,1
13.5,27.7,11.0,2.5,2
13.5,28.28,11.0,2.5,3
13.5,28.87,11.0,2.5,4
13.5,29.45,11.0,2.5,5
13.5,30.03,11.0,2.5,6
13.5,30.62,11.0,2.5,7
13.5,31.2,11.0,2.5,8
13.5,27.02,11.0,2.75,0
13.5,27.61,11.0,2.75,1
13.5,28.21,11.0,2.75,2
13.5,28.8,11.0,2.75,3
13.5,29.4,11.0,2.75,4
13.5,29.99,11.0,2.75,5
13.5,30.59,11.0,2.75,6
13.5,31.18,11.0,2.75,7
13.5,31.78,11.0,2.75,8
13.5,27.51,11.0,3.0,0
13.5,28.11,11.0,3.0,1
13.5,28.72,11.0,3.0,2
13.5,29.32,11.0,3.0,3
13.5,29.93,11.0,3.0,4
13.5,30.53,11.0,3.0,5
13.5,31.14,11.0,3.0,6
13.5,31.74,11.0,3.0,7
13.5,32.35,11.0,3.0,8
13.5,27.99,11.0,3.25,0
13.5,28.61,11.0,3.25,1
13.5,29.23,11.0,3.25,2
13.5,29.84,11.0,3.25,3
13.5,30.46,11.0,3.25,4
13.5,31.07,11.0,3.25,5
13.5,31.69,11.0,3.25,6
13.5,32.31,11.0,3.25,7
13.5,32.92,11.0,3.25,8
13.5,28.48,11.0,3.5,0
13.5,29.11,11.0,3.5,1
13.5,29.74,11.0,3.5,2
13.5,30.36,11.0,3.5,3
13.5,30.99,11.0,3.5,4
13.5,31.61,11.0,3.5,5
13.5,32.24,11.0,3.5,6
13.5,32.87,11.0,3.5,7
13.5,33.49,11.0,3.5,8
13.5,28.97,11.0,3.75,0
13.5,29.61,11.0,3.75,1
13.5,30.24,11.0,3.75,2
13.5,30.88,11.0,3.75,3
13.5,31.52,11.0,3.75,4
13.5,32.16,11.0,3.75,5
13.5,32.79,11.0,3.75,6
13.5,33.43,11.0,3.75,7
13.5,34.07,11.0,3.75,8
13.5,29.46,11.0,4.0,0
13.5,30.1,11.0,4.0,1
13.5,30.75,11.0,4.0,2
13.5,31.4,11.0,4.0,3
13.5,32.05,11.0,4.0,4
13.5,32.7,11.0,4.0,5
13.5,33.34,11.0,4.0,6
13.5,33.99,11.0,4.0,7
13.5,34.64,11.0,4.0,8
13.5,21.86,11.2,0.0,0
13.5,22.34,11.2,0.0,1
13.5,22.82,11.2,0.0,2
13.5,23.3,11.2,0.0,3
13.5,23.78,11.2,0.0,4
13.5,24.26,11.2,0.0,5
13.5,24.74,11.2,0.0,6
13.5,25.22,11.2,0.0,7
13.5,25.7,11.2,0.0,8
13.5,22.35,11.2,0.25,0
13.5,22.84,11.2,0.25,1
13.5,23.33,11.2,0.25,2
13.5,23.82,11.2,0.25,3
13.5,24.31,11.2,0.25,4
13.5,24.81,11.2,0.25,5
13.5,25.3,11.2,0.25,6
13.5,25.79,11.2,0.25,7
13.5,26.28,11.2,0.25,8
13.5,22.84,11.2,0.5,0
13.5,23.34,11.2,0.5,1
13.5,23.84,11.2,0.5,2
13.5,24.35,11.2,0.5,3
13.5,24.85,11.2,0.5,4
13.5,25.35,11.2,0.5,5
13.5,25.85,11.2,0.5,6
13.5,26.36,11.2,0.5,7
13.5,26.86,11.2,0.5,8
13.5,23.33,11.2,0.75,0
13.5,23.84,11.2,0.75,1
13.5,24.36,11.2,0.75,2
13.5,24.87,11.2,0.75,3
13.5,25.38,11.2,0.75,4
13.5,25.9,11.2,0.75,5
13.5,26.41,11.2,0.75,6
13.5,26.92,11.2,0.75,7
13.5,27.44,11.2,0.75,8
13.5,23.82,11.2,1.0,0
13.5,24.35,11.2,1.0,1
13.5,24.87,11.2,1.0,2
13.5,25.4,11.2,1.0,3
13.5,25.92,11.2,1.0,4
13.5,26.44,11.2,1.0,5
13.5,26.97,11.2,1.0,6
13.5,27.49,11.2,1.0,7
13.5,28.02,11.2,1.0,8
13.5,24.31,11.2,1.25,0
13.5,24.85,11.2,1.25,1
13.5,25.38,11.2,1.25,2
13.5,25.92,11.2,1.25,3
13.5,26.45,11.2,1.25,4
13.5,26.99,11.2,1.25,5
13.5,27.52,11.2,1.25,6
13.5,28.06,11.2,1.25,7
13.5,28.59,11.2,1.25,8
13.5,24.81,11.2,1.5,0
13.5,25.35,11.2,1.5,1
13.5,25.9,11.2,1.5,2
13.5,26.44,11.2,1.5,3
13.5,26.99,11.2,1.5,4
13.5,27.54,11.2,1.5,5
13.5,28.08,11.2,1.5,6
13.5,28.63,11.2,1.5,7
13.5,29.17,11.2,1.5,8
13.5,25.3,11.2,1.75,0
13.5,25.86,11.2,1.75,1
13.5,26.41,11.2,1.75,2
13.5,26.97,11.2,1.75,3
13.5,27.52,11.2,1.75,4
13.5,28.08,11.2,1.75,5
13.5,28.64,11.2,1.75,6
13.5,29.19,11.2,1.75,7
13.5,29.75,11.2,1.75,8
13.5,25.79,11.2,2.0,0
13.5,26.36,11.2,2.0,1
13.5,26.92,11.2,2.0,2
13.5,27.49,11.2,2.0,3
13.5,28.06,11.2,2.0,4
13.5,28.63,11.2,2.0,5
13.5,29.19,11.2,2.0,6
13.5,29.76,11.2,2.0,7
13.5,30.33,11.2,2.0,8
13.5,26.28,11.2,2.25,0
13.5,26.86,11.2,2.25,1
13.5,27.44,11.2,2.25,2
13.5,28.02,11.2,2.25,3
13.5,28.59,11.2,2.25,4
13.5,29.17,11.2,2.25,5
13.5,29.75,11.2,2.25,6
13.5,30.33,11.2,2.25,7
13.5,30.91,11.2,2.25,8
13.5,26.77,11.2,2.5,0
13.5,27.36,11.2,2.5,1
13.5,27.95,11.2,2.5,2
13.5,28.54,11.2,2.5,3
13.5,29.13,11.2,2.5,4
13.5,29.72,11.2,2.5,5
13.5,30.31,11.2,2.5,6
13.5,30.9,11.2,2.5,7
13.5,31.49,11.2,2.5,8
13.5,27.27,11.2,2.75,0
13.5,27.87,11.2,2.75,1
13.5,28.47,11.2,2.75,2
13.5,29.07,11.2,2.75,3
13.5,29.66,11.2,2.75,4
13.5,30.26,11.2,2.75,5
13.5,30.86,11.2,2.75,6
13.5,31.46,11.2,2.75,7
13.5,32.06,11.2,2.75,8
13.5,27.76,11.2,3.0,0
13.5,28.37,11.2,3.0,1
13.5,28.98,11.2,3.0,2
13.5,29.59,11.2,3.0,3
13.5,30.2,11.2,3.0,4
13.5,30.81,11.2,3.0,5
13.5,31.42,11.2,3.0,6
13.5,32.03,11.2,3.0,7
13.5,32.64,11.2,3.0,8
13.5,28.25,11.2,3.25,0
13.5,28.87,11.2,3.25,1
13.5,29.49,11.2,3.25,2
13.5,30.11,11.2,3.25,3
13.5,30.73,11.2,3.25,4
13.5,31.36,11.2,3.25,5
13.5,31.98,11.2,3.25,6
13.5,32.6,11.2,3.25,7
13.5,33.22,11.2,3.25,8
13.5,28.74,11.2,3.5,0
13.5,29.37,11.2,3.5,1
13.5,30.01,11.2,3.5,2
13.5,30.64,11.2,3.5,3
13.5,31.27,11.2,3.5,4
13.5,31.9,11.2,3.5,5
13.5,32.53,11.2,3.5,6
13.5,33.17,11.2,3.5,7
13.5,33.8,11.2,3.5,8
13.5,29.23,11.2,3.75,0
13.5,29.88,11.2,3.75,1
13.5,30.52,11.2,3.75,2
13.5,31.16,11.2,3.75,3
13.5,31.81,11.2,3.75,4
13.5,32.45,11.2,3.75,5
13.5,33.09,11.2,3.75,6
13.5,33.73,11.2,3.75,7
13.5,34.38,11.2,3.75,8
13.5,29.72,11.2,4.0,0
13.5,30.38,11.2,4.0,1
13.5,31.03,11.2,4.0,2
13.5,31.69,11.2,4.0,3
13.5,32.34,11.2,4.0,4
13.5,32.99,11.2,4.0,5
13.5,33.65,11.2,4.0,6
13.5,34.3,11.2,4.0,7
13.5,34.96,11.2,4.0,8
13.5,22.05,11.4,0.0,0
13.5,22.54,11.4,0.0,1
13.5,23.02,11.4,0.0,2
13.5,23.51,11.4,0.0,3
13.5,23.99,11.4,0.0,4
13.5,24.48,11.4,0.0,5
13.5,24.96,11.4,0.0,6
13.5,25.45,11.4,0.0,7
13.5,25.93,11.4,0.0,8
13.5,22.55,11.4,0.25,0
13.5,23.05,11.4,0.25,1
13.5,23.54,11.4,0.25,2
13.5,24.04,11.4,0.25,3
13.5,24.53,11.4,0.25,4
13.5,25.03,11.4,0.25,5
13.5,25.53,11.4,0.25,6
13.5,26.02,11.4,0.25,7
13.5,26.52,11.4,0.25,8
13.5,23.05,11.4,0.5,0
13.5,23.55,11.4,0.5,1
13.5,24.06,11.4,0.5,2
13.5,24.57,11.4,0.5,3
13.5,25.07,11.4,0.5,4
13.5,25.58,11.4,0.5,5
13.5,26.09,11.4,0.5,6
13.5,26.59,11.4,0.5,7
13.5,27.1,11.4,0.5,8
13.5,23.54,11.4,0.75,0
13.5,24.06,11.4,0.75,1
13.5,24.58,11.4,0.75,2
13.5,25.1,11.4,0.75,3
13.5,25.61,11.4,0.75,4
13.5,26.13,11.4,0.75,5
13.5,26.65,11.4,0.75,6
13.5,27.17,11.4,0.75,7
13.5,27.68,11.4,0.75,8
13.5,24.04,11.4,1.0,0
13.5,24.57,11.4,1.0,1
13.5,25.1,11.4,1.0,2
13.5,25.62,11.4,1.0,3
13.5,26.15,11.4,1.0,4
13.5,26.68,11.4,1.0,5
13.5,27.21,11.4,1.0,6
13.5,27.74,11.4,1.0,7
13.5,28.27,11.4,1.0,8
13.5,24.53,11.4,1.25,0
13.5,25.07,11.4,1.25,1
13.5,25.61,11.4,1.25,2
13.5,26.15,11.4,1.25,3
13.5,26.69,11.4,1.25,4
13.5,27.23,11.4,1.25,5
13.5,27.77,11.4,1.25,6
13.5,28.31,11.4,1.25,7
13.5,28.85,11.4,1.25,8
13.5,25.03,11.4,1.5,0
13.5,25.58,11.4,1.5,1
13.5,26.13,11.4,1.5,2
13.5,26.68,11.4,1.5,3
13.5,27.23,11.4,1.5,4
13.5,27.78,11.4,1.5,5
13.5,28.33,11.4,1.5,6
13.5,28.88,11.4,1.5,7
13.5,29.44,11.4,1.5,8
13.5,25.53,11.4,1.75,0
13.5,26.09,11.4,1.75,1
13.5,26.65,11.4,1.75,2
13.5,27.21,11.4,1.75,3
13.5,27.77,11.4,1.75,4
13.5,28.33,11.4,1.75,5
13.5,28.9,11.4,1.75,6
13.5,29.46,11.4,1.75,7
13.5,30.02,11.4,1.75,8
13.5,26.02,11.4,2.0,0
13.5,26.6,11.4,2.0,1
13.5,27.17,11.4,2.0,2
13.5,27.74,11.4,2.0,3
13.5,28.31,11.4,2.0,4
13.5,28.89,11.4,2.0,5
13.5,29.46,11.4,2.0,6
13.5,30.03,11.4,2.0,7
13.5,30.6,11.4,2.0,8
13.5,26.52,11.4,2.25,0
13.5,27.1,11.4,2.25,1
13.5,27.69,11.4,2.25,2
13.5,28.27,11.4,2.25,3
13.5,28.85,11.4,2.25,4
13.5,29.44,11.4,2.25,5
13.5,30.02,11.4,2.25,6
13.5,30.6,11.4,2.25,7
13.5,31.19,11.4,2.25,8
13.5,27.01,11.4,2.5,0
13.5,27.61,11.4,2.5,1
13.5,28.2,11.4,2.5,2
13.5,28.8,11.4,2.5,3
13.5,29.39,11.4,2.5,4
13.5,29.99,11.4,2.5,5
13.5,30.58,11.4,2.5,6
13.5,31.18,11.4,2.5,7
13.5,31.77,11.4,2.5,8
13.5,27.51,11.4,2.75,0
13.5,28.12,11.4,2.75,1
13.5,28.72,11.4,2.75,2
13.5,29.33,11.4,2.75,3
13.5,29.93,11.4,2.75,4
13.5,30.54,11.4,2.75,5
13.5,31.14,11.4,2.75,6
13.5,31.75,11.4,2.75,7
13.5,32.35,11.4,2.75,8
13.5,28.01,11.4,3.0,0
13.5,28.62,11.4,3.0,1
13.5,29.24,11.4,3.0,2
13.5,29.86,11.4,3.0,3
13.5,30.47,11.4,3.0,4
13.5,31.09,11.4,3.0,5
13.5,31.7,11.4,3.0,6
13.5,32.32,11.4,3.0,7
13.5,32.94,11.4,3.0,8
13.5,28.5,11.4,3.25,0
13.5,29.13,11.4,3.25,1
13.5,29.76,11.4,3.25,2
13.5,30.38,11.4,3.25,3
13.5,31.01,11.4,3.25,4
13.5,31.64,11.4,3.25,5
13.5,32.27,11.4,3.25,6
13.5,32.89,11.4,3.25,7
13.5,33.52,11.4,3.25,8
13.5,29.0,11.4,3.5,0
13.5,29.64,11.4,3.5,1
13.5,30.28,11.4,3.5,2
13.5,30.91,11.4,3.5,3
13.5,31.55,11.4,3.5,4
13.5,32.19,11.4,3.5,5
13.5,32.83,11.4,3.5,6
13.5,33.47,11.4,3.5,7
13.5,34.1,11.4,3.5,8
13.5,29.5,11.4,3.75,0
13.5,30.14,11.4,3.75,1
13.5,30.79,11.4,3.75,2
13.5,31.44,11.4,3.75,3
13.5,32.09,11.4,3.75,4
13.5,32.74,11.4,3.75,5
13.5,33.39,11.4,3.75,6
13.5,34.04,11.4,3.75,7
13.5,34.69,11.4,3.75,8
13.5,29.99,11.4,4.0,0
13.5,30.65,11.4,4.0,1
13.5,31.31,11.4,4.0,2
13.5,31.97,11.4,4.0,3
13.5,32.63,11.4,4.0,4
13.5,33.29,11.4,4.0,5
13.5,33.95,11.4,4.0,6
13.5,34.61,11.4,4.0,7
13.5,35.27,11.4,4.0,8
13.5,22.25,11.6,0.0,0
13.5,22.74,11.6,0.0,1
13.5,23.23,11.6,0.0,2
13.5,23.72,11.6,0.0,3
13.5,24.21,11.6,0.0,4
13.5,24.7,11.6,0.0,5
13.5,25.19,11.6,0.0,6
13.5,25.68,11.6,0.0,7
13.5,26.17,11.6,0.0,8
13.5,22.75,11.6,0.25,0
13.5,23.25,11.6,0.25,1
13.5,23.75,11.6,0.25,2
13.5,24.25,11.6,0.25,3
13.5,24.75,11.6,0.25,4
13.5,25.25,11.6,0.25,5
13.5,25.75,11.6,0.25,6
13.5,26.25,11.6,0.25,7
13.5,26.75,11.6,0.25,8
13.5,23.25,11.6,0.5,0
13.5,23.76,11.6,0.5,1
13.5,24.27,11.6,0.5,2
13.5,24.79,11.6,0.5,3
13.5,25.3,11.6,0.5,4
13.5,25.81,11.6,0.5,5
13.5,26.32,11.6,0.5,6
13.5,26.83,11.6,0.5,7
13.5,27.34,11.6,0.5,8
13.5,23.75,11.6,0.75,0
13.5,24.27,11.6,0.75,1
13.5,24.8,11.6,0.75,2
13.5,25.32,11.6,0.75,3
13.5,25.84,11.6,0.75,4
13.5,26.36,11.6,0.75,5
13.5,26.89,11.6,0.75,6
13.5,27.41,11.6,0.75,7
13.5,27.93,11.6,0.75,8
13.5,24.25,11.6,1.0,0
13.5,24.79,11.6,1.0,1
13.5,25.32,11.6,1.0,2
13.5,25.85,11.6,1.0,3
13.5,26.39,11.6,1.0,4
13.5,26.92,11.6,1.0,5
13.5,27.45,11.6,1.0,6
13.5,27.99,11.6,1.0,7
13.5,28.52,11.6,1.0,8
13.5,24.75,11.6,1.25,0
13.5,25.3,11.6,1.25,1
13.5,25.84,11.6,1.25,2
13.5,26.39,11.6,1.25,3
13.5,26.93,11.6,1.25,4
13.5,27.48,11.6,1.25,5
13.5,28.02,11.6,1.25,6
13.5,28.57,11.6,1.25,7
13.5,29.11,11.6,1.25,8
13.5,25.25,11.6,1.5,0
13.5,25.81,11.6,1.5,1
13.5,26.36,11.6,1.5,2
13.5,26.92,11.6,1.5,3
13.5,27.48,11.6,1.5,4
